 -3726620, -1035473
 -3830856,   532261
 -3303342,  2011763
 -2230234,  3159674
  -789306,  3786149
   781229,  3787669
  2223497,  3164176
  3298650,  2018512
  3829482,   539901
  3728376, -1027656
  3011979, -2426023
  1798572, -3423967
   288428, -3856812
 -1269519, -3653314
 -2618027, -2847054
 -3534167, -1571115
 -3867534,   -35771
 -3562612,  1505160
 -2669871,  2798111
 -1336604,  3629441
   217305,  3861419
  1735215,  3456311
  2966824,  2480781
  3708828,  1096034
  3838924,  -469503
  3335288, -1957750
  2281287, -3122960
   851015, -3772882
  -719753, -3800373
 -2171884, -3200614
 -3265593, -2072795
 -3820583,  -603102
 -3745177,   966501
 -3051536,  2376328
 -1854934,  3393681
  -352083,  3851275
  1209193,  3673285
  2570529,  2889387
  3507771,  1628628
  3866271,    98564
  3586555, -1447509
  2715032, -2754426
  1395585, -3607174
  -154467, -3864637
 -1678807, -3484488
 -2925953, -2529479
 -3690612, -1156884
 -3846467,   406320
 -3367498,  1902651
 -2332627,  3084845
  -912819,  3758150
   657203,  3811159
  2118702,  3235126
  3230920,  2125600
  3809620,   664878
  3760058,  -905212
  3089742, -2326316
  1909553, -3363411
   414767, -3845428
 -1149394, -3693019
 -2523315, -2931186
 -3480800, -1686159
 -3864379,  -162236
 -3610077,  1387885
 -2760099,  2708950
 -1454757,  3583499
    90445,  3866360
  1621225,  3511184
  2884066,  2576598
  3670825,  1216918
  3852219,  -343639
  3397602, -1847662
  2382454, -3046825
   974472, -3743046
  -595054, -3821742
 -2066291, -3269825
 -3195875, -2178397
 -3798824,  -727580
 -3774732,   843400
 -3127784,  2275089
 -1964933,  3331499
  -477426,  3837925
  1088698,  3710954
  2474687,  2972169
  3452550,  1742605
  3860939,   225258
  3631757, -1329116
  2803649, -2664294
  1512516, -3559570
   -27980, -3867637
 -1563550, -3537562
 -2841697, -2623668
 -3650884, -1277241
 -3857649,   280127
 -3427733,  1791566
 -2432307,  3007238
 -1035350,  3726443
   532214,  3830715
  2011745,  3302802
  3159575,  2230186
  3786071,   789573
  3787692,  -781840
  3164393, -2223748
  2018726, -3298917
   539752, -3829871
 -1027654, -3728671
 -2425807, -3012506
 -3423992, -1799211
 -3857095,  -288998
 -3653602,  1269302
 -2847383,  2617538
 -1571378,  3533833
   -35691,  3867388
  1505477,  3562360
  2798115,  2669743
  3629157,  1336378
  3861276,  -217204
  3456333, -1735042
  2480903, -2966898
  1095972, -3709007
  -469516, -3839186
 -1957636, -3335602
 -3122830, -2281974
 -3772718,  -851528
 -3800317,   719662
 -3200492,  2171495
 -2072730,  3265175
  -602951,  3820039
   966555,  3744565
  2376140,  3051584
  3393915,  1854543
  3851685,   351449
  3673703, -1209327
  2889578, -2570913
  1628606, -3508056
    99020, -3866429
 -1446927, -3586922
 -2754226, -2715316
 -3607003, -1395691
 -3864563,   153994
 -3484401,  1678297
 -2529087,  2925981
 -1156866,  3690467
   406247,  3846029
  1902639,  3367004
  3084838,  2332277
  3757953,   912698
  3811170,  -657588
  3235330, -2119099
  2125414, -3231347
   664961, -3810164
  -905441, -3760044
 -2326269, -3090005
 -3363295, -1909923
 -3845595,  -414712
 -3693056,  1149065
 -2931328,  2523111
 -1685966,  3480631
  -162357,  3863898
  1387945,  3609656
  2709425,  2759764
  3583566,  1454337
  3866415,   -90790
  3511251, -1621389
  2576420, -2884502
  1217122, -3671323
  -343645, -3852334
 -1847832, -3397941
 -3046473, -2383028
 -3743033,  -974444
 -3821782,   594438
 -3269752,  2065261
 -2178359,  3195543
  -727384,  3798195
   843394,  3774210
  2274875,  3127411
